"Time (MJD)" LCO/CSP.B LCO/CSP.B_err LCO/CSP.V LCO/CSP.V_err LCO/CSP.g LCO/CSP.g_err LCO/CSP.i LCO/CSP.i_err LCO/CSP.r LCO/CSP.r_err LICK/LICK.B LICK/LICK.B_err LICK/LICK.V LICK/LICK.V_err Misc/Atlas.cyan Misc/Atlas.cyan_err Misc/Atlas.orange Misc/Atlas.orange_err PAN-STARRS/PS1.g PAN-STARRS/PS1.g_err PAN-STARRS/PS1.i PAN-STARRS/PS1.i_err PAN-STARRS/PS1.r PAN-STARRS/PS1.r_err PAN-STARRS/PS1.z PAN-STARRS/PS1.z_err Palomar/ZTF.g Palomar/ZTF.g_err Palomar/ZTF.r Palomar/ZTF.r_err SLOAN/SDSS.gprime_filter SLOAN/SDSS.gprime_filter_err SLOAN/SDSS.iprime_filter SLOAN/SDSS.iprime_filter_err SLOAN/SDSS.rprime_filter SLOAN/SDSS.rprime_filter_err SLOAN/SDSS.zprime_filter SLOAN/SDSS.zprime_filter_err Swift/UVOT.B Swift/UVOT.B_err Swift/UVOT.U Swift/UVOT.U_err Swift/UVOT.UVM2 Swift/UVOT.UVM2_err Swift/UVOT.UVW1 Swift/UVOT.UVW1_err Swift/UVOT.UVW2 Swift/UVOT.UVW2_err Swift/UVOT.V Swift/UVOT.V_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
3.700 -14.173 -0.050 -14.246 -0.049 -15.134 -0.050 -16.564 -0.043 -16.928 -0.041 -16.882 -0.036 -16.710 -0.020 -16.933 -0.036 -16.934 -0.035 -16.929 -0.036 -16.835 -0.034 -17.030 -0.216 -17.035 -0.032 -17.013 -0.035 -16.974 -0.055 -16.958 -0.040 -16.977 -0.029 -16.987 -0.030 -17.063 -0.045 -16.873 -0.125 -16.473 -0.065 -16.763 -0.049 -16.859 -0.031 -16.645 -0.050 -16.786 -0.049 7.750 0.147 0.877 0.035 42.296 40.740
3.800 -14.143 -0.051 -14.219 -0.051 -15.119 -0.051 -16.563 -0.043 -16.936 -0.041 -16.892 -0.036 -16.727 -0.019 -16.941 -0.039 -16.941 -0.037 -16.935 -0.038 -16.835 -0.034 -17.037 -0.215 -17.049 -0.034 -17.029 -0.037 -16.990 -0.056 -16.980 -0.041 -16.996 -0.031 -17.005 -0.032 -17.072 -0.045 -16.887 -0.127 -16.492 -0.066 -16.778 -0.053 -16.875 -0.032 -16.656 -0.049 -16.792 -0.050 7.700 0.146 0.892 0.036 42.300 40.746
3.900 -14.114 -0.051 -14.194 -0.052 -15.104 -0.051 -16.562 -0.043 -16.943 -0.041 -16.900 -0.036 -16.742 -0.018 -16.949 -0.040 -16.948 -0.039 -16.940 -0.040 -16.835 -0.033 -17.044 -0.213 -17.062 -0.036 -17.043 -0.039 -17.005 -0.057 -17.001 -0.042 -17.014 -0.032 -17.020 -0.034 -17.080 -0.044 -16.901 -0.127 -16.510 -0.067 -16.793 -0.057 -16.892 -0.033 -16.667 -0.048 -16.799 -0.052 7.653 0.145 0.906 0.037 42.303 40.751
4.000 -14.085 -0.052 -14.168 -0.052 -15.089 -0.051 -16.559 -0.043 -16.948 -0.041 -16.906 -0.035 -16.754 -0.019 -16.955 -0.042 -16.953 -0.040 -16.944 -0.041 -16.835 -0.033 -17.050 -0.211 -17.072 -0.037 -17.055 -0.040 -17.018 -0.057 -17.020 -0.042 -17.030 -0.033 -17.034 -0.034 -17.087 -0.042 -16.914 -0.127 -16.529 -0.068 -16.807 -0.061 -16.907 -0.033 -16.678 -0.047 -16.806 -0.053 7.607 0.144 0.920 0.038 42.306 40.762
4.100 -14.058 -0.052 -14.143 -0.053 -15.075 -0.051 -16.555 -0.042 -16.951 -0.040 -16.910 -0.035 -16.763 -0.022 -16.961 -0.042 -16.958 -0.041 -16.948 -0.042 -16.834 -0.032 -17.056 -0.209 -17.082 -0.038 -17.066 -0.041 -17.031 -0.057 -17.037 -0.043 -17.044 -0.034 -17.047 -0.035 -17.094 -0.039 -16.928 -0.127 -16.547 -0.069 -16.820 -0.064 -16.922 -0.033 -16.688 -0.046 -16.814 -0.054 7.564 0.142 0.933 0.038 42.308 40.774
4.200 -14.031 -0.052 -14.119 -0.053 -15.060 -0.050 -16.551 -0.042 -16.952 -0.040 -16.912 -0.035 -16.769 -0.025 -16.967 -0.043 -16.963 -0.041 -16.951 -0.042 -16.833 -0.031 -17.062 -0.208 -17.090 -0.038 -17.075 -0.041 -17.042 -0.057 -17.053 -0.043 -17.056 -0.034 -17.058 -0.035 -17.101 -0.035 -16.941 -0.126 -16.565 -0.070 -16.833 -0.067 -16.937 -0.032 -16.697 -0.045 -16.821 -0.055 7.522 0.141 0.946 0.039 42.310 40.782
4.300 -14.006 -0.052 -14.094 -0.054 -15.046 -0.050 -16.546 -0.041 -16.952 -0.039 -16.913 -0.034 -16.774 -0.029 -16.971 -0.042 -16.967 -0.041 -16.954 -0.042 -16.832 -0.030 -17.067 -0.206 -17.097 -0.038 -17.083 -0.041 -17.053 -0.057 -17.068 -0.042 -17.068 -0.033 -17.068 -0.034 -17.107 -0.030 -16.953 -0.124 -16.583 -0.071 -16.845 -0.069 -16.951 -0.031 -16.707 -0.044 -16.829 -0.055 7.482 0.140 0.958 0.039 42.312 40.785
4.400 -13.981 -0.052 -14.070 -0.055 -15.031 -0.049 -16.540 -0.040 -16.950 -0.039 -16.912 -0.034 -16.776 -0.033 -16.975 -0.042 -16.970 -0.041 -16.957 -0.042 -16.831 -0.029 -17.072 -0.204 -17.103 -0.037 -17.091 -0.041 -17.064 -0.057 -17.081 -0.042 -17.078 -0.033 -17.076 -0.034 -17.113 -0.025 -16.965 -0.122 -16.601 -0.071 -16.857 -0.071 -16.965 -0.029 -16.716 -0.042 -16.838 -0.055 7.444 0.139 0.970 0.039 42.314 40.781
4.500 -13.958 -0.053 -14.045 -0.056 -15.017 -0.050 -16.534 -0.040 -16.946 -0.039 -16.909 -0.035 -16.776 -0.038 -16.979 -0.040 -16.973 -0.040 -16.959 -0.041 -16.831 -0.028 -17.077 -0.201 -17.109 -0.036 -17.098 -0.040 -17.074 -0.057 -17.094 -0.042 -17.087 -0.033 -17.084 -0.033 -17.118 -0.019 -16.977 -0.119 -16.619 -0.072 -16.868 -0.073 -16.979 -0.028 -16.726 -0.041 -16.847 -0.055 7.405 0.137 0.983 0.039 42.316 40.768
4.600 -13.935 -0.053 -14.020 -0.058 -15.002 -0.050 -16.526 -0.040 -16.942 -0.039 -16.904 -0.036 -16.775 -0.041 -16.981 -0.039 -16.975 -0.039 -16.960 -0.040 -16.830 -0.027 -17.082 -0.199 -17.114 -0.035 -17.105 -0.040 -17.084 -0.058 -17.106 -0.041 -17.095 -0.032 -17.091 -0.033 -17.124 -0.013 -16.989 -0.116 -16.636 -0.072 -16.879 -0.074 -16.992 -0.027 -16.736 -0.040 -16.856 -0.054 7.362 0.135 0.999 0.037 42.320 40.739
4.700 -13.914 -0.054 -13.994 -0.060 -14.987 -0.051 -16.519 -0.041 -16.936 -0.040 -16.899 -0.037 -16.772 -0.045 -16.983 -0.037 -16.977 -0.037 -16.961 -0.039 -16.830 -0.027 -17.086 -0.197 -17.120 -0.034 -17.111 -0.039 -17.094 -0.058 -17.117 -0.041 -17.103 -0.032 -17.098 -0.033 -17.130 -0.009 -17.000 -0.112 -16.653 -0.072 -16.889 -0.075 -17.005 -0.025 -16.745 -0.039 -16.865 -0.053 7.315 0.133 1.018 0.036 42.325 40.691
4.800 -13.893 -0.055 -13.968 -0.062 -14.972 -0.052 -16.510 -0.042 -16.929 -0.040 -16.892 -0.038 -16.768 -0.048 -16.985 -0.036 -16.978 -0.035 -16.962 -0.038 -16.830 -0.027 -17.090 -0.194 -17.124 -0.033 -17.117 -0.038 -17.104 -0.059 -17.127 -0.041 -17.110 -0.032 -17.104 -0.032 -17.137 -0.010 -17.012 -0.107 -16.671 -0.071 -16.899 -0.076 -17.017 -0.024 -16.756 -0.039 -16.874 -0.052 7.296 0.133 1.023 0.037 42.325 40.705
4.900 -13.873 -0.057 -13.942 -0.065 -14.956 -0.053 -16.501 -0.043 -16.921 -0.041 -16.884 -0.039 -16.763 -0.051 -16.986 -0.033 -16.979 -0.034 -16.963 -0.037 -16.831 -0.028 -17.094 -0.191 -17.128 -0.031 -17.122 -0.037 -17.113 -0.060 -17.137 -0.041 -17.117 -0.031 -17.109 -0.032 -17.143 -0.017 -17.022 -0.103 -16.688 -0.071 -16.909 -0.076 -17.028 -0.023 -16.766 -0.039 -16.884 -0.050 7.290 0.135 1.022 0.039 42.322 40.742
5.000 -13.854 -0.058 -13.915 -0.068 -14.941 -0.054 -16.492 -0.044 -16.913 -0.042 -16.876 -0.040 -16.757 -0.053 -16.987 -0.031 -16.979 -0.032 -16.963 -0.036 -16.831 -0.029 -17.098 -0.188 -17.132 -0.030 -17.126 -0.037 -17.121 -0.060 -17.147 -0.042 -17.123 -0.031 -17.114 -0.031 -17.149 -0.024 -17.033 -0.098 -16.704 -0.070 -16.918 -0.076 -17.038 -0.021 -16.776 -0.039 -16.893 -0.049 7.276 0.135 1.025 0.039 42.322 40.752
5.100 -13.835 -0.059 -13.889 -0.070 -14.926 -0.055 -16.482 -0.045 -16.904 -0.042 -16.867 -0.040 -16.750 -0.055 -16.987 -0.029 -16.980 -0.030 -16.964 -0.035 -16.833 -0.030 -17.101 -0.185 -17.135 -0.028 -17.130 -0.036 -17.129 -0.061 -17.155 -0.042 -17.129 -0.031 -17.119 -0.030 -17.155 -0.032 -17.043 -0.092 -16.721 -0.069 -16.927 -0.076 -17.047 -0.020 -16.787 -0.039 -16.902 -0.047 7.259 0.135 1.031 0.040 42.323 40.750
5.200 -13.816 -0.060 -13.862 -0.073 -14.910 -0.056 -16.471 -0.046 -16.895 -0.042 -16.858 -0.041 -16.743 -0.056 -16.987 -0.027 -16.980 -0.028 -16.964 -0.034 -16.834 -0.030 -17.104 -0.182 -17.138 -0.027 -17.134 -0.035 -17.136 -0.062 -17.164 -0.042 -17.135 -0.030 -17.124 -0.029 -17.160 -0.040 -17.053 -0.087 -16.738 -0.068 -16.935 -0.075 -17.055 -0.018 -16.797 -0.039 -16.910 -0.046 7.241 0.135 1.037 0.040 42.324 40.745
5.300 -13.797 -0.060 -13.834 -0.076 -14.894 -0.056 -16.461 -0.046 -16.885 -0.042 -16.849 -0.041 -16.736 -0.057 -16.986 -0.026 -16.979 -0.027 -16.964 -0.033 -16.836 -0.030 -17.108 -0.178 -17.140 -0.026 -17.136 -0.035 -17.142 -0.062 -17.172 -0.042 -17.141 -0.030 -17.128 -0.029 -17.165 -0.049 -17.063 -0.081 -16.754 -0.067 -16.943 -0.074 -17.061 -0.018 -16.808 -0.038 -16.918 -0.044 7.221 0.134 1.044 0.040 42.325 40.740
5.400 -13.779 -0.061 -13.807 -0.078 -14.878 -0.057 -16.450 -0.046 -16.876 -0.042 -16.840 -0.041 -16.728 -0.058 -16.986 -0.025 -16.979 -0.027 -16.964 -0.033 -16.838 -0.030 -17.111 -0.174 -17.141 -0.026 -17.137 -0.035 -17.147 -0.063 -17.179 -0.041 -17.146 -0.030 -17.133 -0.028 -17.170 -0.057 -17.072 -0.076 -16.771 -0.065 -16.951 -0.073 -17.065 -0.018 -16.818 -0.038 -16.925 -0.043 7.197 0.134 1.052 0.040 42.326 40.738
5.500 -13.761 -0.062 -13.779 -0.080 -14.862 -0.057 -16.439 -0.047 -16.867 -0.041 -16.830 -0.040 -16.720 -0.057 -16.985 -0.025 -16.978 -0.027 -16.964 -0.033 -16.840 -0.030 -17.114 -0.171 -17.142 -0.026 -17.138 -0.035 -17.150 -0.063 -17.185 -0.041 -17.151 -0.029 -17.138 -0.028 -17.175 -0.065 -17.081 -0.071 -16.787 -0.064 -16.958 -0.071 -17.069 -0.020 -16.828 -0.037 -16.931 -0.042 7.170 0.133 1.061 0.041 42.326 40.738
5.600 -13.742 -0.062 -13.752 -0.082 -14.846 -0.058 -16.427 -0.047 -16.858 -0.041 -16.821 -0.040 -16.712 -0.057 -16.984 -0.025 -16.978 -0.027 -16.964 -0.033 -16.842 -0.029 -17.116 -0.166 -17.142 -0.027 -17.138 -0.035 -17.152 -0.063 -17.191 -0.040 -17.156 -0.029 -17.142 -0.027 -17.180 -0.072 -17.090 -0.066 -16.803 -0.062 -16.965 -0.069 -17.071 -0.021 -16.838 -0.037 -16.937 -0.040 7.142 0.133 1.069 0.041 42.326 40.736
5.700 -13.724 -0.063 -13.724 -0.083 -14.830 -0.058 -16.416 -0.047 -16.848 -0.040 -16.811 -0.039 -16.704 -0.056 -16.983 -0.025 -16.978 -0.027 -16.965 -0.032 -16.845 -0.030 -17.119 -0.162 -17.142 -0.027 -17.137 -0.035 -17.152 -0.063 -17.195 -0.040 -17.159 -0.028 -17.146 -0.026 -17.185 -0.080 -17.099 -0.064 -16.820 -0.061 -16.971 -0.067 -17.073 -0.021 -16.848 -0.037 -16.943 -0.039 7.115 0.131 1.078 0.041 42.327 40.732
5.800 -13.705 -0.063 -13.697 -0.085 -14.813 -0.059 -16.405 -0.047 -16.838 -0.040 -16.801 -0.038 -16.697 -0.054 -16.983 -0.024 -16.978 -0.026 -16.967 -0.032 -16.847 -0.030 -17.122 -0.157 -17.141 -0.027 -17.136 -0.034 -17.150 -0.063 -17.199 -0.040 -17.162 -0.027 -17.150 -0.025 -17.189 -0.088 -17.107 -0.062 -16.836 -0.060 -16.977 -0.064 -17.073 -0.022 -16.858 -0.038 -16.949 -0.038 7.089 0.130 1.087 0.041 42.328 40.725
5.900 -13.686 -0.064 -13.669 -0.086 -14.797 -0.059 -16.393 -0.048 -16.827 -0.040 -16.791 -0.038 -16.690 -0.053 -16.984 -0.023 -16.979 -0.025 -16.969 -0.031 -16.850 -0.031 -17.125 -0.152 -17.140 -0.026 -17.134 -0.034 -17.148 -0.063 -17.202 -0.039 -17.164 -0.026 -17.153 -0.023 -17.194 -0.095 -17.116 -0.063 -16.852 -0.059 -16.983 -0.061 -17.074 -0.021 -16.867 -0.038 -16.954 -0.036 7.066 0.129 1.095 0.041 42.329 40.716
6.000 -13.666 -0.065 -13.642 -0.086 -14.780 -0.060 -16.382 -0.049 -16.817 -0.040 -16.780 -0.037 -16.683 -0.050 -16.985 -0.022 -16.982 -0.024 -16.972 -0.030 -16.854 -0.031 -17.128 -0.147 -17.139 -0.025 -17.131 -0.033 -17.145 -0.063 -17.204 -0.039 -17.166 -0.024 -17.155 -0.020 -17.198 -0.102 -17.124 -0.066 -16.868 -0.058 -16.989 -0.058 -17.074 -0.020 -16.876 -0.039 -16.960 -0.034 7.048 0.128 1.103 0.041 42.330 40.704
6.100 -13.647 -0.065 -13.614 -0.086 -14.764 -0.061 -16.370 -0.050 -16.807 -0.039 -16.771 -0.037 -16.677 -0.048 -16.988 -0.020 -16.985 -0.022 -16.976 -0.029 -16.857 -0.031 -17.130 -0.142 -17.139 -0.024 -17.129 -0.031 -17.141 -0.062 -17.205 -0.038 -17.166 -0.022 -17.156 -0.018 -17.202 -0.109 -17.131 -0.071 -16.884 -0.057 -16.995 -0.054 -17.074 -0.018 -16.885 -0.040 -16.966 -0.032 7.036 0.129 1.108 0.041 42.331 40.692
6.200 -13.627 -0.066 -13.586 -0.086 -14.747 -0.061 -16.358 -0.050 -16.798 -0.039 -16.762 -0.036 -16.672 -0.045 -16.992 -0.018 -16.990 -0.020 -16.982 -0.027 -16.861 -0.031 -17.133 -0.136 -17.139 -0.023 -17.127 -0.030 -17.137 -0.062 -17.205 -0.037 -17.165 -0.021 -17.156 -0.015 -17.206 -0.115 -17.139 -0.078 -16.899 -0.056 -17.000 -0.050 -17.074 -0.017 -16.894 -0.040 -16.973 -0.031 7.030 0.130 1.112 0.041 42.333 40.682
6.300 -13.607 -0.066 -13.559 -0.086 -14.730 -0.062 -16.347 -0.051 -16.792 -0.039 -16.756 -0.035 -16.668 -0.041 -16.998 -0.016 -16.996 -0.018 -16.988 -0.026 -16.864 -0.030 -17.136 -0.130 -17.139 -0.022 -17.125 -0.028 -17.132 -0.060 -17.205 -0.035 -17.162 -0.019 -17.155 -0.013 -17.209 -0.122 -17.146 -0.085 -16.914 -0.055 -17.006 -0.045 -17.074 -0.016 -16.902 -0.040 -16.981 -0.030 7.024 0.133 1.116 0.042 42.334 40.677
6.400 -13.587 -0.066 -13.531 -0.085 -14.712 -0.062 -16.335 -0.051 -16.787 -0.039 -16.751 -0.035 -16.665 -0.037 -17.005 -0.015 -17.003 -0.017 -16.996 -0.024 -16.868 -0.030 -17.138 -0.124 -17.140 -0.021 -17.124 -0.026 -17.128 -0.059 -17.205 -0.034 -17.160 -0.017 -17.154 -0.013 -17.213 -0.128 -17.153 -0.094 -16.929 -0.054 -17.011 -0.040 -17.075 -0.016 -16.911 -0.040 -16.989 -0.029 7.009 0.136 1.123 0.044 42.336 40.682
6.500 -13.567 -0.066 -13.503 -0.084 -14.695 -0.061 -16.323 -0.051 -16.785 -0.039 -16.749 -0.034 -16.663 -0.033 -17.013 -0.015 -17.012 -0.015 -17.004 -0.023 -16.872 -0.029 -17.141 -0.117 -17.142 -0.021 -17.123 -0.024 -17.124 -0.058 -17.204 -0.032 -17.156 -0.016 -17.152 -0.014 -17.216 -0.134 -17.160 -0.102 -16.944 -0.053 -17.017 -0.034 -17.076 -0.017 -16.919 -0.040 -16.998 -0.029 6.987 0.139 1.132 0.046 42.338 40.693
6.600 -13.547 -0.066 -13.476 -0.083 -14.677 -0.061 -16.311 -0.050 -16.784 -0.039 -16.749 -0.034 -16.662 -0.029 -17.021 -0.015 -17.021 -0.014 -17.013 -0.021 -16.875 -0.028 -17.143 -0.110 -17.145 -0.021 -17.123 -0.022 -17.121 -0.056 -17.204 -0.031 -17.153 -0.014 -17.150 -0.015 -17.220 -0.140 -17.167 -0.111 -16.958 -0.052 -17.022 -0.028 -17.078 -0.018 -16.927 -0.040 -17.008 -0.030 6.970 0.144 1.140 0.048 42.340 40.704
6.700 -13.527 -0.065 -13.448 -0.081 -14.659 -0.060 -16.299 -0.049 -16.785 -0.039 -16.750 -0.033 -16.662 -0.024 -17.030 -0.014 -17.030 -0.011 -17.021 -0.019 -16.879 -0.028 -17.146 -0.103 -17.149 -0.021 -17.124 -0.019 -17.118 -0.054 -17.204 -0.030 -17.151 -0.012 -17.149 -0.016 -17.223 -0.145 -17.174 -0.121 -16.971 -0.051 -17.028 -0.022 -17.080 -0.019 -16.934 -0.040 -17.018 -0.030 6.972 0.152 1.142 0.051 42.342 40.714
6.800 -13.508 -0.064 -13.421 -0.080 -14.641 -0.060 -16.287 -0.048 -16.787 -0.038 -16.752 -0.033 -16.663 -0.021 -17.037 -0.014 -17.038 -0.009 -17.028 -0.017 -16.883 -0.028 -17.148 -0.095 -17.153 -0.020 -17.125 -0.017 -17.116 -0.052 -17.205 -0.029 -17.150 -0.009 -17.150 -0.015 -17.226 -0.151 -17.180 -0.130 -16.984 -0.051 -17.034 -0.015 -17.082 -0.019 -16.942 -0.040 -17.028 -0.030 7.017 0.163 1.131 0.053 42.344 40.720
6.900 -13.488 -0.064 -13.394 -0.078 -14.623 -0.059 -16.274 -0.046 -16.790 -0.037 -16.755 -0.032 -16.664 -0.018 -17.043 -0.013 -17.044 -0.006 -17.034 -0.016 -16.886 -0.029 -17.151 -0.087 -17.159 -0.019 -17.128 -0.015 -17.114 -0.051 -17.207 -0.029 -17.151 -0.007 -17.154 -0.014 -17.229 -0.156 -17.186 -0.140 -16.997 -0.051 -17.041 -0.009 -17.084 -0.019 -16.950 -0.041 -17.038 -0.030 7.143 0.177 1.096 0.053 42.348 40.723
7.000 -13.469 -0.063 -13.367 -0.077 -14.604 -0.058 -16.262 -0.045 -16.793 -0.036 -16.758 -0.031 -16.664 -0.018 -17.046 -0.012 -17.047 -0.005 -17.037 -0.016 -16.889 -0.029 -17.153 -0.079 -17.165 -0.018 -17.133 -0.014 -17.114 -0.049 -17.211 -0.030 -17.156 -0.006 -17.159 -0.013 -17.231 -0.161 -17.192 -0.149 -17.009 -0.051 -17.047 -0.008 -17.087 -0.018 -16.957 -0.041 -17.048 -0.029 7.167 0.180 1.090 0.053 42.349 40.727
7.100 -13.450 -0.062 -13.340 -0.075 -14.586 -0.058 -16.249 -0.043 -16.797 -0.036 -16.761 -0.030 -16.664 -0.021 -17.047 -0.012 -17.048 -0.008 -17.039 -0.017 -16.892 -0.029 -17.156 -0.071 -17.171 -0.017 -17.138 -0.015 -17.114 -0.048 -17.217 -0.031 -17.165 -0.008 -17.167 -0.011 -17.234 -0.166 -17.198 -0.159 -17.020 -0.051 -17.055 -0.013 -17.090 -0.016 -16.964 -0.041 -17.058 -0.029 6.974 0.166 1.150 0.055 42.348 40.728
7.200 -13.432 -0.062 -13.313 -0.075 -14.567 -0.057 -16.236 -0.042 -16.800 -0.035 -16.764 -0.030 -16.664 -0.024 -17.047 -0.013 -17.048 -0.011 -17.039 -0.019 -16.895 -0.028 -17.158 -0.062 -17.177 -0.016 -17.144 -0.017 -17.116 -0.048 -17.224 -0.032 -17.175 -0.011 -17.177 -0.009 -17.236 -0.170 -17.204 -0.168 -17.032 -0.051 -17.062 -0.020 -17.093 -0.014 -16.971 -0.042 -17.066 -0.028 6.867 0.154 1.184 0.054 42.346 40.726
7.300 -13.414 -0.062 -13.286 -0.075 -14.547 -0.058 -16.223 -0.042 -16.803 -0.034 -16.767 -0.030 -16.664 -0.029 -17.045 -0.014 -17.046 -0.014 -17.037 -0.021 -16.897 -0.027 -17.160 -0.053 -17.183 -0.016 -17.150 -0.020 -17.118 -0.047 -17.233 -0.034 -17.187 -0.014 -17.187 -0.008 -17.239 -0.175 -17.209 -0.177 -17.043 -0.051 -17.070 -0.026 -17.096 -0.013 -16.978 -0.042 -17.074 -0.028 6.802 0.147 1.204 0.053 42.345 40.722
7.400 -13.397 -0.063 -13.260 -0.075 -14.528 -0.059 -16.211 -0.042 -16.806 -0.034 -16.770 -0.030 -16.663 -0.034 -17.043 -0.016 -17.043 -0.017 -17.035 -0.024 -16.899 -0.027 -17.163 -0.044 -17.188 -0.017 -17.155 -0.022 -17.122 -0.048 -17.242 -0.036 -17.198 -0.017 -17.196 -0.010 -17.241 -0.179 -17.215 -0.186 -17.053 -0.052 -17.078 -0.033 -17.099 -0.014 -16.985 -0.043 -17.081 -0.028 6.739 0.142 1.226 0.053 42.344 40.738
7.500 -13.379 -0.064 -13.234 -0.077 -14.509 -0.060 -16.198 -0.042 -16.809 -0.034 -16.773 -0.031 -16.662 -0.038 -17.040 -0.018 -17.040 -0.019 -17.033 -0.026 -16.902 -0.026 -17.165 -0.034 -17.191 -0.019 -17.160 -0.025 -17.125 -0.049 -17.251 -0.038 -17.209 -0.019 -17.204 -0.013 -17.243 -0.183 -17.220 -0.194 -17.063 -0.054 -17.086 -0.039 -17.103 -0.016 -16.992 -0.044 -17.087 -0.029 6.680 0.138 1.249 0.054 42.345 40.759
7.600 -13.362 -0.066 -13.208 -0.078 -14.490 -0.062 -16.185 -0.044 -16.811 -0.034 -16.774 -0.031 -16.661 -0.042 -17.038 -0.020 -17.037 -0.022 -17.030 -0.028 -16.904 -0.027 -17.167 -0.025 -17.194 -0.021 -17.164 -0.027 -17.129 -0.050 -17.261 -0.040 -17.218 -0.022 -17.211 -0.015 -17.245 -0.187 -17.225 -0.203 -17.073 -0.056 -17.094 -0.044 -17.107 -0.018 -16.999 -0.046 -17.092 -0.030 6.633 0.136 1.269 0.056 42.347 40.775
7.700 -13.345 -0.068 -13.183 -0.081 -14.471 -0.065 -16.173 -0.046 -16.812 -0.035 -16.775 -0.032 -16.658 -0.046 -17.035 -0.022 -17.034 -0.023 -17.027 -0.029 -16.906 -0.029 -17.169 -0.016 -17.196 -0.023 -17.168 -0.029 -17.133 -0.052 -17.269 -0.042 -17.227 -0.023 -17.217 -0.017 -17.247 -0.190 -17.230 -0.211 -17.082 -0.059 -17.103 -0.050 -17.111 -0.019 -17.005 -0.049 -17.097 -0.030 6.602 0.137 1.290 0.058 42.352 40.786
7.800 -13.329 -0.072 -13.159 -0.084 -14.453 -0.068 -16.162 -0.049 -16.812 -0.035 -16.774 -0.033 -16.655 -0.050 -17.033 -0.023 -17.032 -0.025 -17.024 -0.030 -16.908 -0.032 -17.171 -0.009 -17.197 -0.024 -17.171 -0.030 -17.137 -0.054 -17.276 -0.044 -17.234 -0.025 -17.223 -0.018 -17.248 -0.194 -17.235 -0.219 -17.091 -0.062 -17.111 -0.054 -17.115 -0.020 -17.012 -0.053 -17.100 -0.030 6.589 0.145 1.314 0.063 42.365 40.782
7.900 -13.312 -0.076 -13.136 -0.088 -14.435 -0.072 -16.151 -0.053 -16.810 -0.036 -16.772 -0.034 -16.652 -0.053 -17.030 -0.023 -17.029 -0.025 -17.022 -0.031 -16.911 -0.036 -17.173 -0.012 -17.199 -0.024 -17.174 -0.031 -17.141 -0.057 -17.283 -0.047 -17.240 -0.025 -17.227 -0.018 -17.250 -0.197 -17.240 -0.227 -17.100 -0.066 -17.120 -0.059 -17.120 -0.020 -17.019 -0.058 -17.103 -0.030 6.573 0.142 1.313 0.061 42.360 40.789
8.000 -13.296 -0.080 -13.113 -0.092 -14.418 -0.077 -16.141 -0.058 -16.806 -0.037 -16.769 -0.035 -16.648 -0.056 -17.028 -0.023 -17.027 -0.025 -17.020 -0.032 -16.914 -0.041 -17.175 -0.020 -17.200 -0.024 -17.177 -0.032 -17.144 -0.060 -17.289 -0.049 -17.246 -0.026 -17.231 -0.018 -17.252 -0.200 -17.244 -0.234 -17.108 -0.071 -17.129 -0.063 -17.125 -0.019 -17.025 -0.063 -17.106 -0.030 6.563 0.136 1.305 0.058 42.353 40.786
8.100 -13.280 -0.085 -13.091 -0.097 -14.402 -0.082 -16.131 -0.063 -16.802 -0.037 -16.764 -0.035 -16.643 -0.058 -17.026 -0.022 -17.025 -0.025 -17.018 -0.032 -16.917 -0.046 -17.177 -0.029 -17.201 -0.023 -17.180 -0.032 -17.148 -0.063 -17.294 -0.052 -17.251 -0.026 -17.235 -0.017 -17.253 -0.203 -17.248 -0.241 -17.116 -0.075 -17.137 -0.067 -17.131 -0.017 -17.032 -0.069 -17.108 -0.029 6.568 0.136 1.299 0.057 42.350 40.776
8.200 -13.264 -0.090 -13.069 -0.102 -14.385 -0.087 -16.121 -0.068 -16.798 -0.038 -16.760 -0.036 -16.638 -0.060 -17.025 -0.022 -17.023 -0.025 -17.017 -0.033 -16.920 -0.052 -17.179 -0.038 -17.203 -0.022 -17.183 -0.032 -17.151 -0.066 -17.298 -0.054 -17.255 -0.026 -17.239 -0.015 -17.255 -0.206 -17.253 -0.247 -17.124 -0.080 -17.146 -0.070 -17.138 -0.015 -17.038 -0.074 -17.111 -0.028 6.588 0.137 1.289 0.055 42.348 40.764
8.300 -13.248 -0.095 -13.048 -0.107 -14.370 -0.092 -16.112 -0.074 -16.793 -0.039 -16.755 -0.037 -16.632 -0.062 -17.024 -0.021 -17.022 -0.024 -17.016 -0.033 -16.923 -0.057 -17.180 -0.046 -17.205 -0.021 -17.186 -0.033 -17.154 -0.069 -17.302 -0.056 -17.259 -0.026 -17.242 -0.014 -17.256 -0.209 -17.257 -0.254 -17.131 -0.085 -17.154 -0.074 -17.145 -0.014 -17.045 -0.080 -17.113 -0.027 6.605 0.139 1.281 0.055 42.347 40.753
