"Time (MJD)" LCO/CSP.B LCO/CSP.B_err LCO/CSP.V LCO/CSP.V_err LCO/CSP.g LCO/CSP.g_err LCO/CSP.i LCO/CSP.i_err LCO/CSP.r LCO/CSP.r_err LICK/LICK.B LICK/LICK.B_err LICK/LICK.V LICK/LICK.V_err Misc/Atlas.cyan Misc/Atlas.cyan_err Misc/Atlas.orange Misc/Atlas.orange_err PAN-STARRS/PS1.g PAN-STARRS/PS1.g_err PAN-STARRS/PS1.i PAN-STARRS/PS1.i_err PAN-STARRS/PS1.r PAN-STARRS/PS1.r_err PAN-STARRS/PS1.z PAN-STARRS/PS1.z_err Palomar/ZTF.g Palomar/ZTF.g_err Palomar/ZTF.r Palomar/ZTF.r_err SLOAN/SDSS.gprime_filter SLOAN/SDSS.gprime_filter_err SLOAN/SDSS.iprime_filter SLOAN/SDSS.iprime_filter_err SLOAN/SDSS.rprime_filter SLOAN/SDSS.rprime_filter_err SLOAN/SDSS.zprime_filter SLOAN/SDSS.zprime_filter_err Swift/UVOT.B Swift/UVOT.B_err Swift/UVOT.U Swift/UVOT.U_err Swift/UVOT.UVM2 Swift/UVOT.UVM2_err Swift/UVOT.UVW1 Swift/UVOT.UVW1_err Swift/UVOT.UVW2 Swift/UVOT.UVW2_err Swift/UVOT.V Swift/UVOT.V_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
56.400 -10.232 -5.086 -10.330 -4.928 -10.677 -4.380 -11.569 -2.639 -12.707 -0.166 -12.728 -0.146 -12.819 -0.096 -13.471 -0.071 -13.479 -0.066 -13.488 -0.073 -13.530 -0.190 -13.900 -0.388 -13.931 -0.093 -13.925 -0.072 -13.915 -0.170 -14.152 -0.095 -14.143 -0.062 -14.137 -0.075 -14.023 -0.362 -13.803 -0.788 -14.516 -0.138 -14.613 -0.063 -14.721 -0.211 -15.505 -1.042 -15.436 -0.989 4.493 0.105 0.747 0.052 41.210 39.907
56.500 -10.230 -5.091 -10.328 -4.932 -10.673 -4.384 -11.562 -2.642 -12.697 -0.163 -12.718 -0.141 -12.809 -0.088 -13.457 -0.063 -13.465 -0.058 -13.475 -0.065 -13.518 -0.190 -13.879 -0.389 -13.905 -0.088 -13.900 -0.064 -13.891 -0.168 -14.132 -0.091 -14.121 -0.054 -14.115 -0.069 -14.007 -0.367 -13.794 -0.794 -14.508 -0.139 -14.605 -0.052 -14.713 -0.208 -15.503 -1.059 -15.437 -0.985 4.511 0.102 0.735 0.049 41.202 39.877
56.600 -10.228 -5.095 -10.325 -4.936 -10.670 -4.389 -11.554 -2.644 -12.688 -0.160 -12.709 -0.138 -12.798 -0.082 -13.443 -0.056 -13.452 -0.050 -13.462 -0.059 -13.507 -0.189 -13.859 -0.391 -13.880 -0.085 -13.875 -0.058 -13.868 -0.166 -14.112 -0.088 -14.100 -0.047 -14.094 -0.065 -13.991 -0.373 -13.785 -0.799 -14.501 -0.142 -14.597 -0.042 -14.705 -0.206 -15.500 -1.076 -15.439 -0.981 4.526 0.098 0.724 0.046 41.195 39.840
56.700 -10.226 -5.099 -10.323 -4.941 -10.666 -4.393 -11.547 -2.647 -12.678 -0.158 -12.699 -0.136 -12.788 -0.077 -13.429 -0.050 -13.438 -0.043 -13.449 -0.054 -13.495 -0.189 -13.839 -0.392 -13.856 -0.082 -13.851 -0.053 -13.845 -0.164 -14.092 -0.085 -14.079 -0.042 -14.073 -0.061 -13.976 -0.378 -13.776 -0.805 -14.493 -0.145 -14.589 -0.033 -14.698 -0.204 -15.498 -1.092 -15.440 -0.977 4.533 0.093 0.718 0.042 41.190 39.795
56.800 -10.224 -5.103 -10.320 -4.945 -10.662 -4.397 -11.539 -2.649 -12.669 -0.158 -12.689 -0.135 -12.778 -0.075 -13.416 -0.047 -13.425 -0.040 -13.436 -0.052 -13.483 -0.190 -13.819 -0.394 -13.832 -0.082 -13.827 -0.051 -13.823 -0.163 -14.073 -0.084 -14.060 -0.038 -14.053 -0.060 -13.961 -0.384 -13.767 -0.811 -14.485 -0.149 -14.581 -0.027 -14.690 -0.202 -15.495 -1.109 -15.442 -0.972 4.527 0.087 0.717 0.039 41.187 39.752
56.900 -10.221 -5.107 -10.318 -4.949 -10.659 -4.401 -11.531 -2.652 -12.659 -0.158 -12.680 -0.135 -12.767 -0.076 -13.403 -0.047 -13.412 -0.040 -13.423 -0.052 -13.472 -0.191 -13.800 -0.395 -13.808 -0.083 -13.804 -0.051 -13.801 -0.164 -14.054 -0.085 -14.040 -0.039 -14.034 -0.061 -13.946 -0.389 -13.758 -0.817 -14.477 -0.154 -14.573 -0.026 -14.683 -0.201 -15.492 -1.126 -15.443 -0.967 4.518 0.087 0.716 0.039 41.183 39.746
57.000 -10.219 -5.111 -10.315 -4.953 -10.655 -4.405 -11.524 -2.654 -12.649 -0.160 -12.670 -0.137 -12.757 -0.079 -13.389 -0.050 -13.399 -0.045 -13.410 -0.056 -13.460 -0.193 -13.780 -0.397 -13.786 -0.086 -13.782 -0.055 -13.780 -0.165 -14.036 -0.087 -14.022 -0.043 -14.015 -0.063 -13.932 -0.394 -13.749 -0.822 -14.469 -0.160 -14.566 -0.032 -14.675 -0.201 -15.490 -1.142 -15.444 -0.962 4.516 0.093 0.711 0.042 41.176 39.779
57.100 -10.217 -5.116 -10.313 -4.957 -10.651 -4.409 -11.516 -2.657 -12.640 -0.163 -12.660 -0.140 -12.747 -0.084 -13.376 -0.057 -13.386 -0.052 -13.397 -0.062 -13.449 -0.195 -13.761 -0.399 -13.764 -0.090 -13.760 -0.062 -13.759 -0.167 -14.019 -0.091 -14.005 -0.049 -13.998 -0.068 -13.918 -0.400 -13.741 -0.828 -14.461 -0.166 -14.558 -0.041 -14.668 -0.201 -15.487 -1.159 -15.446 -0.956 4.513 0.099 0.706 0.045 41.168 39.815
57.200 -10.215 -5.120 -10.311 -4.962 -10.648 -4.413 -11.509 -2.659 -12.631 -0.167 -12.651 -0.145 -12.737 -0.092 -13.363 -0.065 -13.373 -0.061 -13.385 -0.071 -13.437 -0.198 -13.743 -0.401 -13.742 -0.096 -13.739 -0.070 -13.739 -0.169 -14.003 -0.096 -13.988 -0.057 -13.981 -0.074 -13.904 -0.405 -13.732 -0.834 -14.453 -0.173 -14.550 -0.051 -14.661 -0.201 -15.484 -1.175 -15.447 -0.950 4.505 0.104 0.702 0.048 41.161 39.840
57.300 -10.213 -5.124 -10.308 -4.966 -10.644 -4.417 -11.502 -2.662 -12.621 -0.171 -12.641 -0.150 -12.727 -0.100 -13.351 -0.075 -13.360 -0.072 -13.372 -0.080 -13.426 -0.201 -13.724 -0.403 -13.722 -0.103 -13.718 -0.080 -13.719 -0.173 -13.987 -0.102 -13.972 -0.067 -13.965 -0.081 -13.891 -0.410 -13.724 -0.840 -14.445 -0.180 -14.543 -0.063 -14.653 -0.202 -15.481 -1.192 -15.448 -0.944 4.495 0.107 0.701 0.050 41.155 39.855
57.400 -10.211 -5.128 -10.306 -4.970 -10.641 -4.421 -11.494 -2.665 -12.612 -0.177 -12.632 -0.157 -12.717 -0.110 -13.338 -0.085 -13.348 -0.083 -13.360 -0.090 -13.415 -0.205 -13.706 -0.405 -13.702 -0.112 -13.699 -0.090 -13.700 -0.177 -13.972 -0.108 -13.957 -0.076 -13.950 -0.089 -13.879 -0.415 -13.716 -0.845 -14.437 -0.188 -14.535 -0.074 -14.646 -0.203 -15.478 -1.208 -15.450 -0.937 4.483 0.109 0.701 0.051 41.150 39.865
57.500 -10.208 -5.132 -10.303 -4.974 -10.637 -4.425 -11.487 -2.667 -12.602 -0.183 -12.622 -0.164 -12.707 -0.120 -13.326 -0.096 -13.336 -0.094 -13.348 -0.101 -13.403 -0.210 -13.689 -0.407 -13.682 -0.120 -13.679 -0.101 -13.682 -0.182 -13.957 -0.116 -13.943 -0.086 -13.936 -0.098 -13.866 -0.420 -13.708 -0.851 -14.429 -0.196 -14.528 -0.086 -14.639 -0.205 -15.475 -1.224 -15.451 -0.930 4.471 0.110 0.701 0.052 41.146 39.871
57.600 -10.206 -5.136 -10.301 -4.978 -10.633 -4.429 -11.480 -2.670 -12.593 -0.190 -12.613 -0.172 -12.697 -0.131 -13.313 -0.107 -13.323 -0.106 -13.336 -0.111 -13.392 -0.215 -13.671 -0.410 -13.663 -0.129 -13.661 -0.112 -13.664 -0.187 -13.943 -0.123 -13.929 -0.096 -13.922 -0.107 -13.854 -0.424 -13.700 -0.856 -14.422 -0.204 -14.520 -0.098 -14.632 -0.207 -15.472 -1.240 -15.452 -0.923 4.460 0.110 0.701 0.052 41.142 39.874
57.700 -10.204 -5.140 -10.299 -4.982 -10.630 -4.433 -11.472 -2.672 -12.584 -0.197 -12.604 -0.180 -12.687 -0.141 -13.301 -0.118 -13.311 -0.117 -13.324 -0.122 -13.381 -0.220 -13.654 -0.412 -13.645 -0.139 -13.643 -0.123 -13.647 -0.193 -13.930 -0.132 -13.916 -0.106 -13.909 -0.115 -13.843 -0.429 -13.692 -0.862 -14.414 -0.213 -14.513 -0.109 -14.625 -0.209 -15.469 -1.257 -15.453 -0.916 4.450 0.111 0.701 0.053 41.138 39.876
57.800 -10.202 -5.144 -10.296 -4.986 -10.626 -4.437 -11.465 -2.675 -12.575 -0.205 -12.594 -0.188 -12.677 -0.152 -13.289 -0.129 -13.299 -0.128 -13.312 -0.133 -13.370 -0.226 -13.637 -0.414 -13.628 -0.149 -13.626 -0.134 -13.630 -0.200 -13.918 -0.140 -13.904 -0.116 -13.897 -0.124 -13.832 -0.434 -13.684 -0.867 -14.406 -0.221 -14.506 -0.121 -14.618 -0.212 -15.466 -1.273 -15.454 -0.908 4.441 0.111 0.701 0.053 41.134 39.878
57.900 -10.200 -5.148 -10.294 -4.990 -10.623 -4.441 -11.458 -2.677 -12.566 -0.213 -12.585 -0.197 -12.667 -0.163 -13.277 -0.141 -13.288 -0.140 -13.301 -0.144 -13.359 -0.232 -13.621 -0.417 -13.610 -0.159 -13.609 -0.145 -13.614 -0.207 -13.906 -0.148 -13.893 -0.126 -13.886 -0.133 -13.821 -0.439 -13.677 -0.873 -14.398 -0.230 -14.498 -0.132 -14.611 -0.215 -15.462 -1.289 -15.456 -0.900 4.432 0.112 0.701 0.054 41.131 39.879
58.000 -10.198 -5.152 -10.291 -4.994 -10.619 -4.445 -11.451 -2.680 -12.557 -0.221 -12.576 -0.206 -12.658 -0.174 -13.265 -0.152 -13.276 -0.151 -13.289 -0.155 -13.349 -0.238 -13.605 -0.420 -13.594 -0.168 -13.592 -0.156 -13.598 -0.214 -13.894 -0.157 -13.882 -0.135 -13.875 -0.142 -13.811 -0.443 -13.669 -0.878 -14.391 -0.239 -14.491 -0.143 -14.604 -0.218 -15.459 -1.305 -15.457 -0.891 4.424 0.112 0.701 0.054 41.128 39.879
58.100 -10.196 -5.156 -10.289 -4.998 -10.615 -4.449 -11.444 -2.682 -12.548 -0.229 -12.567 -0.215 -12.648 -0.184 -13.254 -0.162 -13.264 -0.162 -13.278 -0.166 -13.338 -0.244 -13.590 -0.422 -13.578 -0.178 -13.577 -0.166 -13.583 -0.221 -13.884 -0.165 -13.871 -0.144 -13.864 -0.151 -13.801 -0.448 -13.662 -0.883 -14.383 -0.248 -14.484 -0.153 -14.597 -0.222 -15.456 -1.321 -15.458 -0.883 4.416 0.112 0.701 0.054 41.125 39.879
58.200 -10.193 -5.160 -10.287 -5.002 -10.612 -4.453 -11.437 -2.685 -12.539 -0.238 -12.558 -0.224 -12.639 -0.195 -13.242 -0.173 -13.253 -0.173 -13.267 -0.177 -13.328 -0.251 -13.574 -0.425 -13.563 -0.188 -13.562 -0.177 -13.568 -0.228 -13.874 -0.173 -13.861 -0.154 -13.855 -0.159 -13.792 -0.452 -13.655 -0.889 -14.376 -0.257 -14.477 -0.164 -14.590 -0.225 -15.452 -1.337 -15.459 -0.874 4.408 0.112 0.702 0.054 41.122 39.880
58.300 -10.191 -5.164 -10.284 -5.006 -10.608 -4.457 -11.430 -2.687 -12.530 -0.246 -12.549 -0.233 -12.629 -0.205 -13.231 -0.184 -13.242 -0.183 -13.256 -0.187 -13.317 -0.257 -13.560 -0.428 -13.548 -0.198 -13.547 -0.188 -13.554 -0.236 -13.864 -0.181 -13.852 -0.162 -13.845 -0.167 -13.783 -0.456 -13.648 -0.894 -14.368 -0.265 -14.470 -0.174 -14.584 -0.229 -15.449 -1.353 -15.460 -0.864 4.400 0.113 0.702 0.055 41.119 39.880
58.400 -10.189 -5.167 -10.282 -5.010 -10.605 -4.460 -11.423 -2.690 -12.521 -0.255 -12.540 -0.242 -12.620 -0.215 -13.220 -0.194 -13.231 -0.194 -13.245 -0.197 -13.307 -0.264 -13.545 -0.431 -13.534 -0.208 -13.533 -0.198 -13.540 -0.244 -13.855 -0.189 -13.843 -0.171 -13.837 -0.175 -13.774 -0.460 -13.640 -0.899 -14.361 -0.274 -14.463 -0.184 -14.577 -0.232 -15.445 -1.368 -15.461 -0.855 4.393 0.113 0.702 0.055 41.116 39.880
58.500 -10.187 -5.171 -10.280 -5.014 -10.601 -4.464 -11.416 -2.692 -12.512 -0.263 -12.531 -0.251 -12.611 -0.225 -13.209 -0.204 -13.220 -0.204 -13.234 -0.207 -13.297 -0.271 -13.531 -0.434 -13.520 -0.217 -13.519 -0.208 -13.527 -0.251 -13.846 -0.197 -13.835 -0.179 -13.829 -0.183 -13.766 -0.464 -13.634 -0.904 -14.353 -0.283 -14.456 -0.193 -14.570 -0.236 -15.442 -1.384 -15.462 -0.845 4.386 0.113 0.702 0.055 41.114 39.880
58.600 -10.185 -5.175 -10.277 -5.018 -10.598 -4.468 -11.409 -2.695 -12.504 -0.271 -12.523 -0.259 -12.602 -0.235 -13.198 -0.214 -13.209 -0.214 -13.223 -0.217 -13.287 -0.277 -13.518 -0.437 -13.506 -0.226 -13.506 -0.217 -13.514 -0.259 -13.838 -0.204 -13.827 -0.186 -13.821 -0.190 -13.758 -0.468 -13.627 -0.909 -14.346 -0.291 -14.449 -0.203 -14.564 -0.239 -15.438 -1.400 -15.463 -0.834 4.378 0.113 0.703 0.055 41.111 39.880
58.700 -10.183 -5.179 -10.275 -5.022 -10.594 -4.472 -11.402 -2.698 -12.495 -0.279 -12.514 -0.268 -12.593 -0.244 -13.187 -0.223 -13.199 -0.223 -13.213 -0.226 -13.277 -0.284 -13.504 -0.440 -13.494 -0.235 -13.494 -0.227 -13.502 -0.266 -13.831 -0.211 -13.820 -0.194 -13.814 -0.197 -13.751 -0.472 -13.620 -0.914 -14.339 -0.300 -14.443 -0.211 -14.557 -0.243 -15.434 -1.416 -15.464 -0.824 4.371 0.113 0.703 0.056 41.109 39.880
58.800 -10.181 -5.183 -10.272 -5.025 -10.591 -4.476 -11.395 -2.700 -12.487 -0.287 -12.505 -0.276 -12.584 -0.253 -13.177 -0.233 -13.188 -0.233 -13.203 -0.236 -13.267 -0.291 -13.492 -0.443 -13.481 -0.244 -13.482 -0.236 -13.490 -0.274 -13.823 -0.218 -13.813 -0.201 -13.807 -0.204 -13.743 -0.476 -13.613 -0.919 -14.331 -0.308 -14.436 -0.220 -14.551 -0.246 -15.431 -1.431 -15.465 -0.813 4.364 0.113 0.704 0.056 41.107 39.880
58.900 -10.179 -5.187 -10.270 -5.029 -10.587 -4.480 -11.389 -2.703 -12.478 -0.294 -12.497 -0.284 -12.575 -0.262 -13.166 -0.241 -13.178 -0.242 -13.192 -0.245 -13.257 -0.297 -13.479 -0.445 -13.470 -0.252 -13.470 -0.245 -13.479 -0.281 -13.816 -0.225 -13.807 -0.208 -13.801 -0.210 -13.736 -0.480 -13.607 -0.924 -14.324 -0.316 -14.429 -0.228 -14.544 -0.249 -15.427 -1.447 -15.466 -0.802 4.357 0.113 0.704 0.056 41.105 39.880
59.000 -10.177 -5.190 -10.268 -5.033 -10.584 -4.483 -11.382 -2.705 -12.470 -0.302 -12.488 -0.292 -12.566 -0.270 -13.156 -0.250 -13.168 -0.250 -13.182 -0.253 -13.248 -0.304 -13.467 -0.448 -13.458 -0.261 -13.459 -0.254 -13.468 -0.288 -13.810 -0.231 -13.801 -0.214 -13.795 -0.216 -13.730 -0.483 -13.600 -0.929 -14.317 -0.323 -14.422 -0.236 -14.538 -0.252 -15.423 -1.462 -15.466 -0.790 4.349 0.113 0.705 0.056 41.103 39.880
59.100 -10.174 -5.194 -10.265 -5.037 -10.580 -4.487 -11.375 -2.708 -12.462 -0.309 -12.480 -0.299 -12.557 -0.279 -13.146 -0.258 -13.158 -0.259 -13.172 -0.261 -13.238 -0.310 -13.455 -0.451 -13.447 -0.268 -13.448 -0.262 -13.458 -0.295 -13.804 -0.237 -13.795 -0.220 -13.789 -0.222 -13.724 -0.487 -13.594 -0.934 -14.310 -0.331 -14.416 -0.243 -14.532 -0.255 -15.419 -1.478 -15.467 -0.778 4.342 0.113 0.706 0.057 41.101 39.879
59.200 -10.172 -5.198 -10.263 -5.041 -10.577 -4.491 -11.368 -2.711 -12.453 -0.315 -12.472 -0.306 -12.548 -0.286 -13.136 -0.266 -13.148 -0.267 -13.163 -0.269 -13.229 -0.316 -13.444 -0.454 -13.437 -0.276 -13.438 -0.270 -13.448 -0.301 -13.798 -0.242 -13.790 -0.225 -13.784 -0.227 -13.718 -0.490 -13.588 -0.938 -14.303 -0.338 -14.409 -0.250 -14.525 -0.257 -15.415 -1.493 -15.468 -0.766 4.335 0.113 0.707 0.057 41.100 39.879
59.300 -10.170 -5.201 -10.261 -5.044 -10.573 -4.495 -11.362 -2.713 -12.445 -0.322 -12.463 -0.313 -12.540 -0.294 -13.126 -0.274 -13.138 -0.274 -13.153 -0.277 -13.220 -0.321 -13.433 -0.457 -13.427 -0.283 -13.428 -0.277 -13.438 -0.308 -13.793 -0.247 -13.785 -0.231 -13.779 -0.232 -13.712 -0.493 -13.581 -0.943 -14.296 -0.345 -14.402 -0.257 -14.519 -0.260 -15.411 -1.508 -15.469 -0.754 4.327 0.113 0.708 0.057 41.098 39.879
59.400 -10.168 -5.205 -10.258 -5.048 -10.570 -4.498 -11.355 -2.716 -12.437 -0.328 -12.455 -0.319 -12.531 -0.301 -13.117 -0.281 -13.129 -0.282 -13.144 -0.284 -13.211 -0.327 -13.422 -0.459 -13.417 -0.290 -13.419 -0.284 -13.429 -0.314 -13.788 -0.252 -13.780 -0.235 -13.775 -0.236 -13.706 -0.496 -13.575 -0.948 -14.288 -0.352 -14.396 -0.264 -14.513 -0.262 -15.407 -1.524 -15.469 -0.741 4.320 0.113 0.709 0.057 41.097 39.879
59.500 -10.166 -5.209 -10.256 -5.052 -10.566 -4.502 -11.349 -2.719 -12.429 -0.334 -12.447 -0.326 -12.523 -0.307 -13.107 -0.288 -13.119 -0.288 -13.134 -0.291 -13.202 -0.332 -13.412 -0.462 -13.408 -0.297 -13.410 -0.291 -13.420 -0.320 -13.783 -0.257 -13.775 -0.240 -13.770 -0.240 -13.701 -0.499 -13.569 -0.952 -14.281 -0.358 -14.389 -0.269 -14.506 -0.263 -15.403 -1.539 -15.470 -0.728 4.313 0.113 0.711 0.057 41.095 39.879
59.600 -10.164 -5.213 -10.254 -5.056 -10.563 -4.506 -11.342 -2.721 -12.421 -0.340 -12.439 -0.331 -12.515 -0.314 -13.098 -0.295 -13.110 -0.295 -13.125 -0.297 -13.193 -0.337 -13.402 -0.464 -13.399 -0.303 -13.401 -0.298 -13.412 -0.325 -13.778 -0.261 -13.771 -0.244 -13.766 -0.244 -13.696 -0.502 -13.563 -0.957 -14.274 -0.365 -14.383 -0.275 -14.500 -0.265 -15.398 -1.554 -15.470 -0.714 4.305 0.113 0.712 0.058 41.094 39.879
59.700 -10.162 -5.216 -10.251 -5.059 -10.559 -4.510 -11.336 -2.724 -12.413 -0.345 -12.431 -0.337 -12.506 -0.319 -13.089 -0.301 -13.101 -0.301 -13.116 -0.303 -13.184 -0.342 -13.393 -0.467 -13.391 -0.309 -13.393 -0.304 -13.404 -0.331 -13.774 -0.265 -13.767 -0.247 -13.763 -0.247 -13.691 -0.504 -13.557 -0.961 -14.267 -0.371 -14.376 -0.280 -14.494 -0.266 -15.394 -1.569 -15.471 -0.701 4.297 0.113 0.714 0.058 41.093 39.879
59.800 -10.160 -5.220 -10.249 -5.063 -10.556 -4.513 -11.329 -2.727 -12.406 -0.350 -12.423 -0.342 -12.498 -0.325 -13.080 -0.307 -13.092 -0.307 -13.107 -0.309 -13.176 -0.347 -13.384 -0.469 -13.383 -0.315 -13.385 -0.310 -13.396 -0.336 -13.770 -0.268 -13.764 -0.250 -13.759 -0.250 -13.687 -0.507 -13.551 -0.966 -14.260 -0.376 -14.370 -0.285 -14.488 -0.267 -15.390 -1.584 -15.471 -0.687 4.290 0.113 0.716 0.058 41.092 39.880
59.900 -10.158 -5.223 -10.247 -5.067 -10.552 -4.517 -11.323 -2.729 -12.398 -0.354 -12.416 -0.347 -12.490 -0.330 -13.071 -0.312 -13.083 -0.312 -13.098 -0.314 -13.167 -0.351 -13.375 -0.471 -13.375 -0.320 -13.378 -0.315 -13.389 -0.340 -13.766 -0.271 -13.760 -0.253 -13.756 -0.253 -13.682 -0.509 -13.546 -0.970 -14.253 -0.381 -14.363 -0.289 -14.481 -0.267 -15.385 -1.599 -15.472 -0.672 4.282 0.113 0.718 0.058 41.091 39.880
60.000 -10.156 -5.227 -10.244 -5.070 -10.549 -4.521 -11.317 -2.732 -12.390 -0.358 -12.408 -0.351 -12.482 -0.335 -13.062 -0.317 -13.074 -0.317 -13.090 -0.319 -13.159 -0.355 -13.366 -0.473 -13.368 -0.324 -13.371 -0.320 -13.382 -0.345 -13.762 -0.274 -13.757 -0.255 -13.753 -0.255 -13.678 -0.511 -13.540 -0.974 -14.246 -0.386 -14.357 -0.293 -14.475 -0.267 -15.381 -1.614 -15.472 -0.658 4.274 0.112 0.720 0.058 41.091 39.880
60.100 -10.154 -5.231 -10.242 -5.074 -10.545 -4.524 -11.310 -2.735 -12.383 -0.362 -12.400 -0.355 -12.474 -0.339 -13.053 -0.321 -13.066 -0.322 -13.081 -0.324 -13.151 -0.359 -13.358 -0.475 -13.361 -0.329 -13.364 -0.324 -13.375 -0.349 -13.758 -0.276 -13.754 -0.257 -13.750 -0.256 -13.674 -0.513 -13.534 -0.979 -14.239 -0.391 -14.350 -0.297 -14.469 -0.267 -15.377 -1.629 -15.472 -0.643 4.266 0.112 0.722 0.059 41.090 39.881
60.200 -10.152 -5.234 -10.240 -5.078 -10.542 -4.528 -11.304 -2.737 -12.375 -0.365 -12.393 -0.358 -12.467 -0.343 -13.045 -0.326 -13.057 -0.326 -13.073 -0.328 -13.143 -0.362 -13.350 -0.476 -13.355 -0.333 -13.357 -0.328 -13.369 -0.352 -13.755 -0.278 -13.751 -0.258 -13.747 -0.257 -13.670 -0.515 -13.528 -0.983 -14.233 -0.395 -14.344 -0.300 -14.463 -0.266 -15.372 -1.644 -15.472 -0.628 4.258 0.112 0.724 0.059 41.089 39.881
60.300 -10.149 -5.238 -10.237 -5.081 -10.539 -4.532 -11.298 -2.740 -12.368 -0.368 -12.385 -0.361 -12.459 -0.346 -13.036 -0.329 -13.049 -0.330 -13.065 -0.332 -13.135 -0.365 -13.342 -0.478 -13.349 -0.336 -13.351 -0.332 -13.363 -0.356 -13.751 -0.279 -13.748 -0.259 -13.744 -0.258 -13.666 -0.517 -13.523 -0.987 -14.226 -0.399 -14.337 -0.303 -14.457 -0.265 -15.367 -1.658 -15.472 -0.612 4.250 0.112 0.727 0.059 41.089 39.882
60.400 -10.147 -5.241 -10.235 -5.085 -10.535 -4.535 -11.292 -2.743 -12.360 -0.371 -12.378 -0.364 -12.451 -0.349 -13.028 -0.333 -13.041 -0.333 -13.057 -0.335 -13.127 -0.367 -13.335 -0.479 -13.343 -0.340 -13.345 -0.335 -13.357 -0.358 -13.748 -0.280 -13.745 -0.260 -13.741 -0.259 -13.662 -0.519 -13.517 -0.991 -14.219 -0.403 -14.331 -0.305 -14.450 -0.264 -15.363 -1.673 -15.472 -0.597 4.242 0.112 0.729 0.059 41.089 39.882
60.500 -10.145 -5.245 -10.233 -5.089 -10.532 -4.539 -11.285 -2.746 -12.353 -0.373 -12.371 -0.366 -12.444 -0.352 -13.020 -0.336 -13.033 -0.336 -13.049 -0.338 -13.120 -0.370 -13.328 -0.481 -13.337 -0.342 -13.340 -0.338 -13.352 -0.361 -13.745 -0.281 -13.742 -0.260 -13.739 -0.259 -13.658 -0.520 -13.512 -0.995 -14.212 -0.406 -14.324 -0.307 -14.444 -0.262 -15.358 -1.688 -15.472 -0.580 4.234 0.112 0.732 0.060 41.088 39.883
60.600 -10.143 -5.248 -10.230 -5.092 -10.529 -4.543 -11.279 -2.749 -12.346 -0.375 -12.363 -0.368 -12.436 -0.354 -13.012 -0.338 -13.025 -0.338 -13.041 -0.340 -13.112 -0.371 -13.321 -0.482 -13.332 -0.345 -13.335 -0.340 -13.347 -0.363 -13.742 -0.281 -13.739 -0.260 -13.736 -0.258 -13.654 -0.522 -13.506 -0.999 -14.205 -0.409 -14.318 -0.309 -14.438 -0.260 -15.353 -1.702 -15.472 -0.564 4.226 0.112 0.734 0.060 41.088 39.884
60.700 -10.141 -5.252 -10.228 -5.096 -10.525 -4.546 -11.273 -2.751 -12.339 -0.376 -12.356 -0.370 -12.429 -0.355 -13.004 -0.340 -13.017 -0.340 -13.033 -0.342 -13.105 -0.373 -13.315 -0.482 -13.327 -0.346 -13.330 -0.342 -13.342 -0.365 -13.738 -0.281 -13.736 -0.259 -13.733 -0.257 -13.650 -0.523 -13.500 -1.003 -14.198 -0.412 -14.311 -0.310 -14.432 -0.257 -15.349 -1.717 -15.472 -0.547 4.217 0.112 0.737 0.060 41.088 39.886
60.800 -10.139 -5.255 -10.226 -5.099 -10.522 -4.550 -11.267 -2.754 -12.332 -0.377 -12.349 -0.371 -12.421 -0.357 -12.997 -0.342 -13.010 -0.342 -13.026 -0.344 -13.098 -0.374 -13.309 -0.483 -13.322 -0.348 -13.325 -0.344 -13.338 -0.366 -13.735 -0.281 -13.734 -0.258 -13.731 -0.256 -13.646 -0.524 -13.495 -1.007 -14.191 -0.414 -14.305 -0.310 -14.426 -0.254 -15.344 -1.731 -15.472 -0.531 4.209 0.112 0.740 0.061 41.088 39.887
60.900 -10.137 -5.259 -10.224 -5.103 -10.518 -4.554 -11.261 -2.757 -12.325 -0.378 -12.342 -0.371 -12.414 -0.357 -12.989 -0.343 -13.002 -0.343 -13.018 -0.345 -13.090 -0.375 -13.303 -0.483 -13.317 -0.349 -13.321 -0.345 -13.333 -0.367 -13.732 -0.280 -13.731 -0.257 -13.728 -0.255 -13.642 -0.526 -13.489 -1.011 -14.184 -0.416 -14.298 -0.311 -14.419 -0.251 -15.339 -1.746 -15.472 -0.513 4.201 0.112 0.743 0.061 41.088 39.889
61.000 -10.135 -5.262 -10.221 -5.106 -10.515 -4.557 -11.255 -2.760 -12.318 -0.378 -12.335 -0.371 -12.407 -0.358 -12.982 -0.343 -12.995 -0.344 -13.011 -0.345 -13.083 -0.375 -13.297 -0.484 -13.313 -0.349 -13.317 -0.345 -13.329 -0.368 -13.728 -0.279 -13.728 -0.255 -13.725 -0.253 -13.638 -0.527 -13.484 -1.015 -14.177 -0.417 -14.292 -0.310 -14.413 -0.247 -15.334 -1.760 -15.471 -0.496 4.192 0.112 0.746 0.062 41.088 39.891
